id;fecha;monto;tipo
943;2024-02-19;-200;credito
944;2024-07-20;;credito
945;2024-08-13;-100;credito
946;2024-06-04;3000;credito
947;2024-06-02;0;credito
948;2024-07-24;-200;credito
949;2024-09-15;1000;desconocido
950;2024-10-14;1000;debito
951;2024-06-07;3000;invalid
952;2024-11-30;-200;credito
953;2024-06-23;3000;credito
954;2024-02-10;1000;invalid
955;2024-01-02;700;credito
956;2024-12-01;;credito
957;2024-12-30;700;invalid
958;2024-07-25;1200;credito
959;2024-06-25;-200;invalid
960;2024-03-29;-200;invalid
961;2024-10-20;-200;invalid
962;2024-08-11;-200;debito
963;2024-10-25;-200;credito
964;2024-07-27;1200;debito
965;2024-08-12;3000;invalid
966;2024-09-19;3000;credito
967;2024-06-22;500;credito
968;2024-05-05;-100;credito
969;2024-04-15;3000;invalid
970;2024-02-14;3000;invalid
971;2024-03-04;-200;credito
972;2024-12-03;1000;invalid
973;2024-13-01;;debito
974;2024-08-02;1200;debito
975;2024-04-07;1200;desconocido
976;2024-02-09;800;invalid
977;2024-05-21;3000;invalid
978;2024-04-08;1500;invalid
979;2024-11-22;-200;credito
980;2024-06-22;700;invalid
981;2024-01-20;-200;debito
982;2024-06-08;;invalid
983;2024-05-23;1500;invalid
984;2024-05-07;;debito
985;2024-09-06;700;credito
986;2024-05-13;700;invalid
987;2024-10-13;;debito
988;2024-12-11;1200;invalid
989;2024-08-22;800;debito
990;2024-04-27;1500;debito
991;2024-04-08;0;debito
992;2024-03-15;1000;credito
993;2024-13-01;700;invalid
994;2024-06-09;700;invalid
995;2024-02-08;-200;credito
996;2024-07-23;700;debito
997;2024-06-14;-200;invalid
998;2024-01-14;;invalid
999;2024-06-19;1500;debito
1000;2024-12-30;1500;credito
